0,32
3,35
6,38
9,41
12,44
15,47
18,50
21,53
24,56
27,59
30,62
33,65
36,68
39,71
42,74
45,77
48,80
51,83
54,86
57,89
60,92
63,95
66,98
69,101
72,104
75,107
78,110
81,113
84,116
87,119
90,122
93,125
96,128
99,131
102,134
105,137
108,140
111,143
114,146
117,149
120,152
123,155
126,158
129,161
132,164
135,167
138,170
141,173
144,176
147,179
150,182
153,185
156,188
159,191
162,194
165,197
168,200
171,203
174,206
177,209
180,212
183,215
186,218
189,221
192,224
195,227
198,230
201,233
204,236
207,239
210,242
213,245
216,248
219,251
222,254
225,257
228,260
231,263
234,266
237,269
240,272
243,275
246,278
249,281
252,284
255,287
258,290
261,293
264,296
267,299
270,302
273,305
276,308
279,311
282,314
285,317
288,320
291,323
294,326
297,329
300,332
303,335
306,338
309,341
312,344
315,347
318,350
321,353
324,356
327,359
330,362
333,365
336,368
339,371
342,374
345,377
348,380
351,383
354,386
357,389
360,392
363,395
366,398
369,401
372,404
375,407
378,410
381,413
384,416
387,419
390,422
393,425
396,428
399,431
402,434
405,437
408,440
411,443
414,446
417,449
420,452
423,455
426,458
429,461
432,464
435,467
438,470
441,473
444,476
447,479
450,482
453,485
456,488
459,491
462,494
465,497
468,500
471,503
474,506
477,509
480,512
483,515
486,518
489,521
492,524
495,527
498,530
501,533
504,536
507,539
510,542
513,545
516,548
519,551
522,554
525,557
528,560
531,563
534,566
537,569
540,572
543,575
546,578
549,581
552,584
555,587
558,590
561,593
564,596
567,599
570,602
573,605
576,608
579,611
582,614
585,617
588,620
591,623
594,626
597,629
600,632
603,635
606,638
609,641
612,644
615,647
618,650
621,653
624,656
627,659
630,662
633,665
636,668
639,671
642,674
645,677
648,680
651,683
654,686
657,689
660,692
663,695
666,698
669,701
672,704
675,707
678,710
681,713
684,716
687,719
690,722
693,725
696,728
699,731
702,734
705,737
708,740
711,743
714,746
717,749
720,752
723,755
726,758
729,761
732,764
735,767
738,770
741,773
744,776
747,779
750,782
753,785
756,788
759,791
762,794
765,797
768,800
771,803
774,806
777,809
780,812
783,815
786,818
789,821
792,824
795,827
798,830
801,833
804,836
807,839
810,842
813,845
816,848
819,851
822,854
825,857
828,860
831,863
834,866
837,869
840,872
843,875
846,878
849,881
852,884
855,887
858,890
861,893
864,896
867,899
870,902
873,905
876,908
879,911
882,914
885,917
888,920
891,923
894,926
897,929
900,932
903,935
906,938
909,941
912,944
915,947
918,950
921,953
924,956
927,959
930,962
933,965
936,968
939,971
942,974
945,977
948,980
951,983
954,986
957,989
960,992
963,995
966,998
969,1001
972,1004
975,1007
978,1010
981,1013
984,1016
987,1019
990,1022
993,1025
996,1028
999,1031
1002,1034
1005,1037
1008,1040
1011,1043
1014,1046
1017,1049
1020,1052
1023,1055
1026,1058
1029,1061
1032,1064
1035,1067
1038,1070
1041,1073
1044,1076
1047,1079
1050,1082
1053,1085
1056,1088
1059,1091
1062,1094
1065,1097
1068,1100
1071,1103
1074,1106
1077,1109
1080,1112
1083,1115
1086,1118
1089,1121
1092,1124
1095,1127
1098,1130
1101,1133
1104,1136
1107,1139
1110,1142
1113,1145
1116,1148
1119,1151
1122,1154
1125,1157
1128,1160
1131,1163
1134,1166
1137,1169
1140,1172
1143,1175
1146,1178
1149,1181
1152,1184
1155,1187
1158,1190
1161,1193
1164,1196
1167,1199
1170,1202
1173,1205
1176,1208
1179,1211
1182,1214
1185,1217
1188,1220
1191,1223
1194,1226
1197,1229
1200,1232
1203,1235
1206,1238
1209,1241
1212,1244
1215,1247
1218,1250
1221,1253
1224,1256
1227,1259
